Key_Dataset,Key_Run,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,Correlation_coefficient,Number_unclassified,Percent_unclassified,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureNumRules,measureKernelEvaluations,measureCacheHits
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.0170609103400003E7,359.0,186.0,0.06900201612903228,0.09093110266453186,96.81065406678152,95.27317598273956,0.31440088872064287,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.014,0.0,0.015625,0.0,15.625,111381.0,109030.0,58341.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.functions.SMOreg,'-C 1.0 -N 0 -I \"weka.classifiers.functions.supportVector.RegSMOImproved -T 0.001 -V -P 1.0E-12 -L 0.001 -W 1\" -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\"',-7149606251113102827,2.0170609103400003E7,359.0,186.0,0.06976417403228352,0.09735748813207436,97.8799707223694,102.00642935415077,0.1863684496449891,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.138,0.0,0.125,0.0,125.0,0.0,231111.0,109030.0,58341.0,NaN,NaN,?,?,64261.0,5345697.0
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.0170609103400003E7,359.0,186.0,0.10156781127666814,0.13852502917941326,142.500854227773,145.13977172050954,0.2060927686274834,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,5.059,0.003,5.015625,0.0,5015.625,0.0,138321.0,109030.0,58341.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,2.0170609103400003E7,359.0,186.0,0.07061320633041607,0.09394150411689192,99.07117319321216,98.4273278509679,0.22868813115524483,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.0,0.015625,0.0,15.625,0.0,14581.0,109030.0,58341.0,NaN,NaN,?,?,?,?
'Suite_en_la_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.trees.M5P,'-M 4.0',-6118439039768244417,2.0170609103400003E7,359.0,186.0,0.4859530405053672,0.665531785826427,73.10398267369278,73.73044805848518,0.6748204546993485,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.041,0.0,0.046875,0.0,46.875,0.0,32967.0,109028.0,58339.0,NaN,NaN,?,9.0,?,?
'Suite_en_la_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.0170609103400003E7,359.0,186.0,0.7529104086021505,1.0753759388741262,113.26351494386145,119.13473029097676,0.31634447005402616,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.011,0.0,0.0,0.0,0.0,111616.0,109028.0,58339.0,NaN,NaN,?,?,?,?
'Suite_en_la_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.0170609103400003E7,359.0,186.0,0.6466330241935484,0.8809902930429293,97.27575600251981,97.59985987832599,0.43177314313359344,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.001,0.01,0.0,0.015625,0.0,15.625,111624.0,109028.0,58339.0,NaN,NaN,?,?,?,?
'Suite_en_la_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.0170609103400003E7,359.0,186.0,0.6154979032258063,0.8275360147592387,92.59196733561053,91.6779670815673,0.43556893603187374,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.014,0.0,0.015625,0.0,15.625,111640.0,109028.0,58339.0,NaN,NaN,?,?,?,?
'Suite_en_la_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.0170609103400003E7,359.0,186.0,0.6096334220430105,0.8238240810876766,91.70974848925563,91.26674324734006,0.41977287052058226,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.013,0.0,0.015625,0.0,15.625,111672.0,109028.0,58339.0,NaN,NaN,?,?,?,?
'Suite_en_la_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.functions.SMOreg,'-C 1.0 -N 0 -I \"weka.classifiers.functions.supportVector.RegSMOImproved -T 0.001 -V -P 1.0E-12 -L 0.001 -W 1\" -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\"',-7149606251113102827,2.0170609103400003E7,359.0,186.0,0.5941016328338466,0.86338197657171,89.37323538079279,95.64913552431715,0.34919940289804147,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.151,0.001,0.140625,0.0,140.625,0.0,231701.0,109028.0,58339.0,NaN,NaN,?,?,64620.0,5895356.0
