@relation 'All_onset_5feat_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45-weka.filters.unsupervised.attribute.Remove-R1-5,7,9,11-12,14-16,18-32'

@attribute onset_s numeric
@attribute measure numeric
@attribute pre_dur_s numeric
@attribute pre_ionset_s numeric
@attribute n_simult numeric
@attribute onset_dev numeric

@data
39.666667,20,1.331944,-0.166667,1,-0.069177
39.833333,20,0.220833,-0.166667,1,1.516271
40,20,0.220833,-0.166667,0,1.501219
40.166667,21,0.220833,-0.166667,0,1.167885
40.333333,21,0.220833,-0.166667,0,1.112417
40.5,21,0.220833,-0.166667,0,1.094333
40.666667,21,0.665278,-0.166667,0,1.05099
40.833333,21,0.220833,-0.166667,0,0.717656
41,21,0.220833,-0.166667,2,0.912771
41.166667,21,1.331944,-0.166667,1,0.97451
41.333333,21,0.220833,-0.166667,1,1.218125
41.5,21,0.220833,-0.166667,0,0.884792
41.666667,21,0.220833,-0.166667,0,0.551458
41.833333,21,0.220833,-0.166667,0,0.507104
42,21,0.220833,-0.166667,0,0.789115
42.166667,22,0.665278,-0.166667,0,0.802354
42.333333,22,0.220833,-0.166667,0,0.469021
42.5,22,0.220833,-0.166667,2,0.74699
42.666667,22,1.331944,-0.166667,1,0.721833
42.833333,22,0.220833,-0.166667,1,0.981615
43,22,0.220833,-0.166667,0,0.648281
43.166667,22,0.220833,-0.166667,0,0.314948
43.333333,22,0.220833,-0.166667,0,-0.018385
43.5,22,0.220833,-0.166667,0,-0.115281
43.666667,22,0.665278,-0.166667,0,-0.448615
43.833333,22,0.220833,-0.166667,0,-0.703135
44,22,0.220833,-0.166667,2,-0.440323
44.166667,23,1.331944,-0.166667,1,-0.465479
44.333333,23,0.220833,-0.166667,1,0.751167
44.5,23,0.220833,-0.166667,0,0.417833
44.666667,23,0.220833,-0.166667,0,0.0845
44.833333,23,0.220833,-0.166667,0,0.041156
45,23,0.220833,-0.166667,0,0.345396
45.166667,23,0.665278,-0.166667,0,0.383896
45.333333,23,0.220833,-0.166667,0,0.050563
45.5,23,0.220833,-0.166667,2,0.272958
45.666667,23,1.331944,-0.166667,1,0.26599
45.833333,23,0.220833,-0.166667,1,0.626813
46,23,0.220833,-0.166667,0,0.556188
46.166667,24,0.220833,-0.166667,0,0.222854
46.333333,24,0.220833,-0.166667,0,0.190625
46.5,24,0.220833,-0.166667,0,0.457479
46.666667,24,0.665278,-0.166667,0,0.139302
46.833333,24,0.220833,-0.166667,0,0.48901
47,24,0.220833,-0.166667,2,0.605313
47.166667,24,1.331944,-0.166667,1,0.708479
47.333333,24,0.220833,-0.166667,1,0.851052
47.5,24,0.220833,-0.166667,0,0.517719
47.666667,24,0.220833,-0.166667,0,0.184385
47.833333,24,0.220833,-0.166667,0,-0.148948
48,24,0.220833,-0.166667,0,0.70799
48.166667,25,0.665278,-0.166667,0,0.637365
48.333333,25,0.220833,-0.166667,0,0.631406
48.5,25,0.220833,-0.166667,2,0.552698
48.666667,25,1.331944,-0.166667,1,0.531583
48.833333,25,0.220833,-0.166667,1,0.456917
49,25,0.220833,-0.166667,0,0.123583
49.166667,25,0.220833,-0.166667,0,-0.20975
49.333333,25,0.220833,-0.166667,0,-0.543083
49.5,25,0.220833,-0.166667,0,0.609906
49.666667,25,0.665278,-0.166667,0,0.276573
49.833333,25,0.220833,-0.166667,0,0.225146
50,25,0.220833,-0.166667,2,0.259604
50.166667,26,1.331944,-0.166667,1,0.219292
50.333333,26,0.220833,-0.166667,1,0.238594
50.5,26,0.220833,-0.166667,0,-0.09474
50.666667,26,0.220833,-0.166667,0,0.345906
50.833333,26,0.220833,-0.166667,0,0.012573
51,26,0.220833,-0.166667,0,-0.32076
51,26,0.331944,0,0,0.445135
51.25,26,0.665278,-0.25,0,-0.040719
51.333333,26,0.109722,-0.083333,0,-0.199302
51.416667,26,0.109722,-0.083333,0,-0.302312
51.5,26,0.109722,-0.083333,0,0.131208
51.5,26,0.220833,0,0,0.563667
51.666667,26,0.665278,-0.166667,0,0.237406
51.833333,26,0.220833,-0.166667,0,3.259667
52,26,0.220833,-0.166667,0,2.934417
52,26,0.220833,0,0,3.174896
52.166667,27,0.665278,-0.166667,0,2.848635
52.333333,27,0.220833,-0.166667,0,2.515302
52.5,27,0.220833,-0.166667,0,2.181969
52.5,27,0.331944,0,0,2.23451
52.75,27,0.665278,-0.25,0,1.941646
52.833333,27,0.109722,-0.083333,0,2.062948
52.916667,27,0.109722,-0.083333,0,1.900323
53,27,0.109722,-0.083333,0,1.767
53,27,0.220833,0,0,2.05699
53.166667,27,0.665278,-0.166667,0,2.068208
53.333333,27,0.220833,-0.166667,0,2.456313
53.5,27,0.220833,-0.166667,0,2.12601
53.5,27,0.220833,0,0,2.569583
53.666667,27,0.665278,-0.166667,0,2.311021
53.833333,27,0.220833,-0.166667,0,1.977688
54,27,0.220833,-0.166667,0,1.904031
54,27,0.331944,0,0,2.177854
54.25,28,0.665278,-0.25,0,1.680885
54.333333,28,0.109722,-0.083333,0,1.514219
54.416667,28,0.109722,-0.083333,0,1.444552
54.5,28,0.109722,-0.083333,0,1.60526
54.5,28,0.220833,0,0,2.52575
54.666667,28,0.665278,-0.166667,0,2.19949
54.833333,28,0.220833,-0.166667,0,2.147052
55,28,0.220833,-0.166667,0,2.08451
55,28,0.220833,0,0,2.103708
55.166667,28,0.665278,-0.166667,0,2.021969
55.333333,28,0.220833,-0.166667,0,1.999844
55.5,28,0.220833,-0.166667,0,1.66651
55.5,28,0.331944,0,0,1.969635
55.75,28,0.665278,-0.25,0,1.609073
55.833333,28,0.109722,-0.083333,0,1.442406
55.916667,28,0.109722,-0.083333,0,1.298979
56,28,0.109722,-0.083333,0,1.135344
56,28,0.220833,0,0,1.20001
56.166667,29,0.665278,-0.166667,0,1.421396
56.333333,29,0.220833,-0.166667,0,1.703406
56.5,29,0.220833,-0.166667,0,1.370073
56.5,29,0.220833,0,0,1.430698
56.666667,29,0.665278,-0.166667,0,1.705635
56.833333,29,0.220833,-0.166667,0,1.372302
57,29,0.220833,-0.166667,0,1.038969
57,29,0.331944,0,0,1.620969
57.25,29,0.665278,-0.25,0,1.226052
57.333333,29,0.109722,-0.083333,0,1.059385
57.416667,29,0.109722,-0.083333,0,0.892719
57.5,29,0.109722,-0.083333,0,2.335646
57.5,29,0.220833,0,5,2.339688
57.666667,29,1.998611,-0.166667,1,2.227635
57.833333,29,0.220833,-0.166667,1,2.344948
58,29,0.220833,-0.166667,1,2.496615
58.166667,30,0.220833,-0.166667,1,2.163281
58.333333,30,0.220833,-0.166667,1,1.829948
58.5,30,0.220833,-0.166667,0,1.496615
58.666667,30,0.220833,-0.166667,0,1.163281
58.833333,30,0.220833,-0.166667,0,0.829948
59,30,0.220833,-0.166667,0,0.496615
59.166667,30,0.220833,-0.166667,0,0.163281
59.333333,30,0.220833,-0.166667,0,-0.170052
59.5,30,0.220833,-0.166667,1,-0.470042
59.5,30,1.554167,0,1,1.661938
60.666667,31,1.554167,-1.166667,0,-0.671396
60.833333,31,0.220833,-0.166667,0,-0.850135
61,31,0.220833,-0.166667,0,-0.744948
61.166667,31,0.220833,-0.166667,0,-0.692302
61.333333,31,0.220833,-0.166667,0,-1.025635
61.5,31,0.220833,-0.166667,0,-1.358969
61.666667,31,0.220833,-0.166667,0,-1.692302
61.833333,31,0.220833,-0.166667,0,-2.025635
62,31,0.220833,-0.166667,0,-2.358969
62.166667,32,0.220833,-0.166667,0,-2.692302
62.333333,32,0.220833,-0.166667,0,-3.025635
62.5,32,0.220833,-0.166667,0,-3.354927
62.666667,32,0.220833,-0.166667,0,-3.66199
62.833333,32,0.220833,-0.166667,0,-2.965708
63,32,0.220833,-0.166667,0,-3.138385
63.25,32,0.331944,-0.25,0,-3.638385
63.333333,32,0.109722,-0.083333,0,-3.805052
63.416667,32,0.109722,-0.083333,0,-3.971719
63.5,32,0.109722,-0.083333,0,-3.88275
63.5,32,0.220833,0,0,0.842969
63.666667,32,0.665278,-0.166667,0,1.211875
63.833333,32,0.220833,-0.166667,0,0.878542
64,32,0.220833,-0.166667,0,0.545208
64,32,0.220833,0,0,0.890771
64.166667,33,0.665278,-0.166667,0,0.572594
64.333333,33,0.220833,-0.166667,0,0.993031
64.5,33,0.220833,-0.166667,0,0.659698
64.5,33,0.220833,0,0,1.204313
64.666667,33,0.665278,-0.166667,0,1.314552
64.833333,33,0.220833,-0.166667,0,1.149958
65,33,0.220833,-0.166667,0,0.816625
65,33,0.220833,0,0,1.115708
65.166667,33,0.665278,-0.166667,0,0.791469
65.333333,33,0.220833,-0.166667,0,1.039125
65.5,33,0.220833,-0.166667,0,0.705792
65.5,33,0.220833,0,0,0.980625
65.666667,33,0.665278,-0.166667,0,0.650323
65.833333,33,0.220833,-0.166667,0,0.332146
66,33,0.220833,-0.166667,0,0.268594
66,33,0.331944,0,0,0.81725
66.25,34,0.665278,-0.25,0,1.258958
66.333333,34,0.109722,-0.083333,0,1.092292
66.416667,34,0.109722,-0.083333,0,0.925625
66.5,34,0.109722,-0.083333,0,0.758958
66.5,34,0.220833,0,0,1.025708
66.666667,34,0.665278,-0.166667,0,0.943969
66.833333,34,0.220833,-0.166667,0,0.922854
67,34,0.220833,-0.166667,0,1.373604
67,34,0.220833,0,0,1.381688
67.166667,34,0.665278,-0.166667,0,1.059469
67.333333,34,0.220833,-0.166667,0,0.726135
67.5,34,0.220833,-0.166667,0,0.651469
67.5,34,0.220833,0,0,0.738365
67.666667,34,0.665278,-0.166667,0,0.865781
67.833333,34,0.220833,-0.166667,0,0.547604
68,34,0.220833,-0.166667,0,0.214271
68,34,0.220833,0,0,0.214271
68.166667,35,0.665278,-0.166667,0,0.169917
68.333333,35,0.220833,-0.166667,0,0.107375
68.5,35,0.220833,-0.166667,0,0.063021
68.5,35,0.220833,0,0,0.074135
68.666667,35,0.665278,-0.166667,0,0.040896
68.833333,35,0.220833,-0.166667,0,0.335031
69,35,0.220833,-0.166667,0,0.001698
69,35,0.220833,0,0,0.004729
69.166667,35,0.665278,-0.166667,0,0.028073
69.333333,35,0.220833,-0.166667,0,-0.30526
69.5,35,0.220833,-0.166667,0,-0.638594
69.5,35,0.220833,0,5,-0.079833
69.666667,35,1.998611,-0.166667,1,-0.266656
69.833333,35,0.220833,-0.166667,1,-0.239271
70,35,0.220833,-0.166667,1,-0.572604
70.166667,36,0.220833,-0.166667,1,-0.905937
70.333333,36,0.220833,-0.166667,1,-1.239271
70.5,36,0.220833,-0.166667,0,-1.572604
70.666667,36,0.220833,-0.166667,0,-1.905937
70.833333,36,0.220833,-0.166667,0,-2.239271
71,36,0.220833,-0.166667,0,-2.572604
71.166667,36,0.220833,-0.166667,0,-2.661417
71.333333,36,0.220833,-0.166667,0,-1.815594
71.5,36,0.220833,-0.166667,0,-0.076562
71.666667,36,0.220833,-0.166667,0,-0.409896
71.833333,36,0.220833,-0.166667,0,-0.470417
72,36,0.220833,-0.166667,0,0.341052
72.166667,37,0.220833,-0.166667,0,0.59376
72.333333,37,0.220833,-0.166667,0,0.512021
72.5,37,0.220833,-0.166667,5,0.415125
72.666667,37,1.998611,-0.166667,1,0.315198
72.833333,37,0.220833,-0.166667,1,0.161719
73,37,0.220833,-0.166667,1,0.169906
73.166667,37,0.220833,-0.166667,1,-0.163427
73.333333,37,0.220833,-0.166667,1,-0.49676
73.5,37,0.220833,-0.166667,0,-0.830094
73.666667,37,0.220833,-0.166667,0,-1.05026
73.833333,37,0.220833,-0.166667,0,-1.383594
74,37,0.220833,-0.166667,5,-1.151094
74.166667,38,1.998611,-0.166667,1,-1.473312
74.333333,38,0.220833,-0.166667,1,-1.806646
74.5,38,0.220833,-0.166667,1,-2.139979
74.666667,38,0.220833,-0.166667,1,-2.447042
74.833333,38,0.220833,-0.166667,1,-2.776333
75,38,0.220833,-0.166667,0,-3.109667
75.166667,38,0.220833,-0.166667,0,-3.17625
75.333333,38,0.220833,-0.166667,0,-3.509583
75.5,38,0.220833,-0.166667,5,-3.328615
75.666667,38,1.998611,-0.166667,1,-3.372969
75.833333,38,0.220833,-0.166667,1,-3.706302
76,38,0.220833,-0.166667,1,-3.258583
76.166667,39,0.220833,-0.166667,1,-2.882604
76.333333,39,0.220833,-0.166667,1,-3.215937
76.5,39,0.220833,-0.166667,0,-3.549271
76.666667,39,0.220833,-0.166667,0,-3.882604
76.833333,39,0.220833,-0.166667,0,-4.215938
77,39,0.220833,-0.166667,0,-4.549271
77.166667,39,0.220833,-0.166667,0,-4.034865
77.333333,39,0.220833,-0.166667,0,-4.165104
77.5,39,0.220833,-0.166667,0,-3.87501
77.666667,39,0.220833,-0.166667,0,-1.269042
77.833333,39,0.220833,-0.166667,0,-1.602375
78,39,0.220833,-0.166667,0,-1.935708
78.166667,40,0.220833,-0.166667,0,-2.260958
78.333333,40,0.220833,-0.166667,0,-2.594292
78.5,40,0.220833,-0.166667,0,-2.927625
78.5,40,0.665278,0,0,-2.913479
79,40,0.665278,-0.5,0,-3.913479
79,40,0.665278,0,0,1.525594
79,40,0.665278,0,0,1.792344
79,40,0.665278,0,0,1.796385
79.5,40,0.665278,-0.5,0,0.796385
79.5,40,0.665278,0,0,1.36626
79.5,40,0.665278,0,0,1.58451
79.5,40,0.665278,0,0,2.18975
