@relation 'All_energy_5feat_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45-weka.filters.unsupervised.attribute.Remove-R1-5,8,10-21,23-31'

@attribute onset_s numeric
@attribute dur_s numeric
@attribute pre_dur_b numeric
@attribute chord {A7,B5,B7,B9,Bb7,C6,C7,D7,E,E7,Eb6,Eb7,F7,G,G6,G7,Am}
@attribute phrase {f,i,m}
@attribute energy_rat numeric

@data
30.833333,0.165625,0.33125,Am,m,0.984199
31,0.165625,0.33125,Am,m,0.996699
31.166667,0.165625,0.33125,Am,m,0.996699
31.333333,0.165625,0.33125,Am,f,0.996699
31.5,0.498958,0.33125,Am,i,1.046699
31.666667,0.165625,0.997917,Am,m,0.996699
31.833333,0.165625,0.33125,Am,f,0.971699
32,0.998958,0.33125,Am,i,0.959199
32.166667,0.165625,1.997917,Am,m,0.971699
32.333333,0.165625,0.33125,Am,m,1.059199
32.5,0.165625,0.33125,Am,m,1.059199
32.666667,0.165625,0.33125,Am,m,0.984199
32.833333,0.165625,0.33125,Am,f,0.959199
33,0.498958,0.33125,Am,i,0.909199
33.166667,0.165625,0.997917,Am,m,0.946699
33.333333,0.165625,0.33125,Am,m,0.996699
33.5,0.998958,0.33125,Am,m,0.984199
33.666667,0.165625,1.997917,Am,m,0.959199
33.833333,0.165625,0.33125,Am,m,0.959199
34,0.165625,0.33125,Am,m,1.109199
34.166667,0.165625,0.33125,Am,m,1.059199
34.333333,0.165625,0.33125,Am,f,1.021699
34.5,0.498958,0.33125,Am,i,0.996699
34.666667,0.165625,0.997917,Am,m,1.034199
34.833333,0.165625,0.33125,Am,m,1.046699
35,0.998958,0.33125,Am,m,1.096699
35.166667,0.165625,1.997917,Am,m,0.971699
35.333333,0.165625,0.33125,Am,m,1.009199
35.5,0.165625,0.33125,Am,m,1.059199
35.666667,0.165625,0.33125,Am,m,1.096699
35.833333,0.165625,0.33125,Am,f,1.009199
36,0.498958,0.33125,Am,i,1.096699
36.166667,0.165625,0.997917,Am,m,0.971699
36.333333,0.165625,0.33125,Am,m,1.034199
36.5,0.998958,0.33125,Am,m,1.034199
36.666667,0.165625,1.997917,Am,m,1.021699
36.833333,0.165625,0.33125,Am,m,0.934199
37,0.165625,0.33125,Am,m,0.996699
37.166667,0.165625,0.33125,Am,m,0.946699
37.333333,0.165625,0.33125,Am,f,0.971699
37.5,0.498958,0.33125,Am,i,1.034199
37.666667,0.165625,0.997917,Am,m,0.946699
37.833333,0.165625,0.33125,Am,m,0.946699
38,0.998958,0.33125,Am,m,0.984199
38.166667,0.165625,1.997917,Am,m,0.921699
38.333333,0.165625,0.33125,Am,m,0.921699
38.5,0.165625,0.33125,Am,m,0.934199
38.666667,0.165625,0.33125,Am,m,0.934199
38.833333,0.165625,0.33125,Am,f,1.034199
39,0.498958,0.33125,Am,i,0.921699
39.166667,0.165625,0.997917,Am,m,1.071699
39.333333,0.165625,0.33125,Am,m,0.959199
39.5,0.998958,0.33125,Am,m,1.071699
39.666667,0.165625,1.997917,Am,m,0.984199
39.833333,0.165625,0.33125,Am,m,1.034199
40,0.165625,0.33125,Am,m,0.984199
40.166667,0.165625,0.33125,Am,m,0.984199
40.333333,0.165625,0.33125,Am,f,0.984199
40.5,0.498958,0.33125,Am,i,1.134199
40.666667,0.165625,0.997917,Am,m,1.034199
40.833333,0.165625,0.33125,Am,m,1.034199
41,0.998958,0.33125,Am,m,0.971699
41.166667,0.165625,1.997917,Am,m,0.946699
41.333333,0.165625,0.33125,Am,m,0.946699
41.5,0.165625,0.33125,Am,m,0.946699
41.666667,0.165625,0.33125,Am,m,0.946699
41.833333,0.165625,0.33125,Am,f,0.946699
42,0.498958,0.33125,Am,i,1.171699
42.166667,0.165625,0.997917,Am,m,1.059199
42.333333,0.165625,0.33125,Am,m,1.059199
42.5,0.998958,0.33125,Am,m,1.109199
42.666667,0.165625,1.997917,Am,m,0.971699
42.833333,0.165625,0.33125,Am,m,0.996699
43,0.165625,0.33125,Am,m,0.996699
43.166667,0.165625,0.33125,Am,m,0.996699
43.333333,0.165625,0.33125,Am,f,0.996699
43.5,0.498958,0.33125,Am,i,1.021699
43.666667,0.165625,0.997917,Am,m,1.021699
43.833333,0.165625,0.33125,Am,m,0.946699
44,0.998958,0.33125,Am,m,1.134199
44.166667,0.165625,1.997917,Am,m,1.071699
44.333333,0.165625,0.33125,Am,m,0.959199
44.5,0.165625,0.33125,Am,m,0.959199
44.666667,0.165625,0.33125,Am,m,0.959199
44.833333,0.165625,0.33125,Am,f,0.946699
45,0.498958,0.33125,Am,i,1.009199
45.166667,0.165625,0.997917,Am,m,0.984199
45.333333,0.165625,0.33125,Am,m,0.984199
45.5,0.998958,0.33125,Am,m,1.134199
45.666667,0.165625,1.997917,Am,m,0.934199
45.833333,0.165625,0.33125,Am,m,0.984199
46,0.165625,0.33125,Am,m,0.996699
46.166667,0.165625,0.33125,Am,m,0.996699
46.333333,0.165625,0.33125,Am,f,0.984199
46.5,0.498958,0.33125,Am,i,1.171699
46.666667,0.165625,0.997917,Am,m,0.921699
46.833333,0.165625,0.33125,Am,m,0.984199
47,0.998958,0.33125,Am,m,0.921699
47.166667,0.165625,1.997917,Am,m,0.984199
47.333333,0.165625,0.33125,Am,m,0.934199
47.5,0.165625,0.33125,Am,m,0.934199
47.666667,0.165625,0.33125,Am,m,0.934199
47.833333,0.165625,0.33125,Am,f,0.934199
48,0.498958,0.33125,Am,i,1.059199
48.166667,0.165625,0.997917,Am,m,1.096699
48.333333,0.165625,0.33125,Am,m,1.071699
48.5,0.998958,0.33125,Am,m,1.246699
48.666667,0.165625,1.997917,Am,m,1.071699
48.833333,0.165625,0.33125,Am,m,1.071699
49,0.165625,0.33125,Am,m,1.071699
49.166667,0.165625,0.33125,Am,m,1.071699
49.333333,0.165625,0.33125,Am,f,1.071699
49.5,0.498958,0.33125,Am,i,0.984199
49.666667,0.165625,0.997917,Am,m,0.984199
49.833333,0.165625,0.33125,Am,m,0.984199
50,0.998958,0.33125,Am,m,1.134199
50.166667,0.165625,1.997917,Am,m,0.984199
50.333333,0.165625,0.33125,Am,m,0.971699
50.5,0.165625,0.33125,Am,m,0.971699
50.666667,0.165625,0.33125,Am,m,0.921699
50.833333,0.165625,0.33125,Am,m,0.921699
51,0.248958,0.33125,Am,f,0.921699
51,0.498958,0.497917,Am,i,1.159199
51.25,0.082292,0.997917,Am,i,1.021699
51.333333,0.082292,0.164583,Am,m,0.909199
51.416667,0.082292,0.164583,Am,m,0.934199
51.5,0.165625,0.164583,Am,f,0.921699
51.5,0.498958,0.33125,Am,i,1.109199
51.666667,0.165625,0.997917,Am,i,1.021699
51.833333,0.165625,0.33125,Am,m,1.384199
52,0.165625,0.33125,Am,f,0.946699
52,0.498958,0.33125,Am,i,1.171699
52.166667,0.165625,0.997917,Am,i,1.046699
52.333333,0.165625,0.33125,Am,m,1.046699
52.5,0.248958,0.33125,Am,f,1.046699
52.5,0.498958,0.497917,Am,i,0.934199
52.75,0.082292,0.997917,Am,i,1.071699
52.833333,0.082292,0.164583,Am,m,0.921699
52.916667,0.082292,0.164583,Am,m,0.946699
53,0.165625,0.164583,Am,f,0.921699
53,0.498958,0.33125,Am,i,1.146699
53.166667,0.165625,0.997917,Am,i,0.971699
53.333333,0.165625,0.33125,Am,m,0.921699
53.5,0.165625,0.33125,Am,f,0.959199
53.5,0.498958,0.33125,Am,i,1.171699
53.666667,0.165625,0.997917,Am,i,1.046699
53.833333,0.165625,0.33125,Am,m,1.046699
54,0.248958,0.33125,Am,f,0.971699
54,0.498958,0.497917,Am,i,0.921699
54.25,0.082292,0.997917,Am,i,1.084199
54.333333,0.082292,0.164583,Am,m,1.084199
54.416667,0.082292,0.164583,Am,m,0.946699
54.5,0.165625,0.164583,Am,f,0.959199
54.5,0.498958,0.33125,Am,i,1.146699
54.666667,0.165625,0.997917,Am,i,0.959199
54.833333,0.165625,0.33125,Am,m,1.034199
55,0.165625,0.33125,Am,f,0.959199
55,0.498958,0.33125,Am,i,0.921699
55.166667,0.165625,0.997917,Am,i,0.959199
55.333333,0.165625,0.33125,Am,m,1.096699
55.5,0.248958,0.33125,Am,f,1.096699
55.5,0.498958,0.497917,Am,i,0.909199
55.75,0.082292,0.997917,Am,i,1.046699
55.833333,0.082292,0.164583,Am,m,1.046699
55.916667,0.082292,0.164583,Am,m,1.109199
56,0.165625,0.164583,Am,f,0.909199
56,0.498958,0.33125,Am,i,1.271699
56.166667,0.165625,0.997917,Am,i,1.009199
56.333333,0.165625,0.33125,Am,m,0.984199
56.5,0.165625,0.33125,Am,f,0.984199
56.5,0.498958,0.33125,Am,i,0.909199
56.666667,0.165625,0.997917,Am,i,1.159199
56.833333,0.165625,0.33125,Am,m,1.159199
57,0.248958,0.33125,Am,f,1.159199
57,0.498958,0.497917,Am,i,0.909199
57.25,0.082292,0.997917,Am,i,0.921699
57.333333,0.082292,0.164583,Am,m,0.921699
57.416667,0.082292,0.164583,Am,m,0.921699
57.5,0.165625,0.164583,Am,f,1.071699
57.5,1.498958,0.33125,Am,i,0.921699
57.666667,0.165625,2.997917,Am,i,1.046699
57.833333,0.165625,0.33125,Am,m,0.959199
58,0.165625,0.33125,Am,m,1.046699
58.166667,0.165625,0.33125,Am,m,1.046699
58.333333,0.165625,0.33125,Am,m,1.046699
58.5,0.165625,0.33125,Am,m,1.046699
58.666667,0.165625,0.33125,Am,m,1.046699
58.833333,0.165625,0.33125,Am,m,1.046699
59,0.165625,0.33125,Am,m,1.046699
59.166667,0.165625,0.33125,Am,m,1.046699
59.333333,0.165625,0.33125,Am,m,1.046699
59.5,1.165625,0.33125,Am,m,0.984199
59.5,1.165625,2.33125,Am,f,0.996699
60.666667,0.165625,2.33125,Am,i,0.996699
60.833333,0.165625,0.33125,Am,m,0.959199
61,0.165625,0.33125,Am,m,1.071699
61.166667,0.165625,0.33125,Am,m,1.134199
61.333333,0.165625,0.33125,Am,m,1.134199
61.5,0.165625,0.33125,Am,m,1.134199
61.666667,0.165625,0.33125,Am,m,1.134199
61.833333,0.165625,0.33125,Am,m,1.134199
62,0.165625,0.33125,Am,m,1.134199
62.166667,0.165625,0.33125,Am,m,1.134199
62.333333,0.165625,0.33125,Am,m,1.134199
62.5,0.165625,0.33125,Am,m,0.909199
62.666667,0.165625,0.33125,Am,m,0.946699
62.833333,0.165625,0.33125,Am,m,0.921699
63,0.248958,0.33125,Am,m,1.221699
63.25,0.082292,0.497917,Am,m,0.921699
63.333333,0.082292,0.164583,Am,m,0.921699
63.416667,0.082292,0.164583,Am,m,1.046699
63.5,0.165625,0.164583,Am,f,0.921699
63.5,0.498958,0.33125,Am,i,0.909199
63.666667,0.165625,0.997917,Am,i,0.996699
63.833333,0.165625,0.33125,Am,m,0.996699
64,0.165625,0.33125,Am,m,0.996699
64,0.498958,0.33125,Am,f,0.909199
64.166667,0.165625,0.997917,Am,i,0.984199
64.333333,0.165625,0.33125,Am,m,0.984199
64.5,0.165625,0.33125,Am,f,0.984199
64.5,0.498958,0.33125,Am,i,0.934199
64.666667,0.165625,0.997917,Am,i,0.909199
64.833333,0.165625,0.33125,Am,m,1.009199
65,0.165625,0.33125,Am,f,1.009199
65,0.498958,0.33125,Am,i,0.946699
65.166667,0.165625,0.997917,Am,i,0.971699
65.333333,0.165625,0.33125,Am,m,1.046699
65.5,0.165625,0.33125,Am,f,1.046699
65.5,0.498958,0.33125,Am,i,0.934199
65.666667,0.165625,0.997917,Am,i,1.046699
65.833333,0.165625,0.33125,Am,m,0.921699
66,0.248958,0.33125,Am,f,1.009199
66,0.498958,0.497917,Am,i,0.946699
66.25,0.082292,0.997917,Am,i,0.921699
66.333333,0.082292,0.164583,Am,m,0.921699
66.416667,0.082292,0.164583,Am,m,0.921699
66.5,0.165625,0.164583,Am,f,0.921699
66.5,0.498958,0.33125,Am,i,1.209199
66.666667,0.165625,0.997917,Am,i,1.034199
66.833333,0.165625,0.33125,Am,m,0.996699
67,0.165625,0.33125,Am,m,0.946699
67,0.498958,0.33125,Am,f,0.984199
67.166667,0.165625,0.997917,Am,i,0.971699
67.333333,0.165625,0.33125,Am,m,0.971699
67.5,0.165625,0.33125,Am,f,1.034199
67.5,0.498958,0.33125,Am,i,1.071699
67.666667,0.165625,0.997917,Am,i,0.921699
67.833333,0.165625,0.33125,Am,m,1.009199
68,0.165625,0.33125,Am,f,1.009199
68,0.498958,0.33125,Am,i,0.934199
68.166667,0.165625,0.997917,Am,i,1.046699
68.333333,0.165625,0.33125,Am,m,1.021699
68.5,0.165625,0.33125,Am,f,0.984199
68.5,0.498958,0.33125,Am,i,0.921699
68.666667,0.165625,0.997917,Am,i,0.946699
68.833333,0.165625,0.33125,Am,m,0.921699
69,0.165625,0.33125,Am,f,0.921699
69,0.498958,0.33125,Am,i,0.921699
69.166667,0.165625,0.997917,Am,i,0.984199
69.333333,0.165625,0.33125,Am,m,0.984199
69.5,0.165625,0.33125,Am,f,0.984199
69.5,1.498958,0.33125,Am,i,0.934199
69.666667,0.165625,2.997917,Am,i,0.946699
69.833333,0.165625,0.33125,Am,m,0.921699
70,0.165625,0.33125,Am,m,0.921699
70.166667,0.165625,0.33125,Am,m,0.921699
70.333333,0.165625,0.33125,Am,m,0.921699
70.5,0.165625,0.33125,Am,m,0.921699
70.666667,0.165625,0.33125,Am,m,0.921699
70.833333,0.165625,0.33125,Am,m,0.921699
71,0.165625,0.33125,Am,f,0.921699
71.166667,0.165625,0.33125,Am,i,0.909199
71.333333,0.165625,0.33125,Am,m,1.084199
71.5,0.165625,0.33125,Am,m,1.121699
71.666667,0.165625,0.33125,Am,m,1.121699
71.833333,0.165625,0.33125,Am,m,1.096699
72,0.165625,0.33125,Am,m,1.134199
72.166667,0.165625,0.33125,Am,m,1.109199
72.333333,0.165625,0.33125,Am,m,1.109199
72.5,1.498958,0.33125,Am,m,1.009199
72.666667,0.165625,2.997917,Am,m,1.109199
72.833333,0.165625,0.33125,Am,m,1.021699
73,0.165625,0.33125,Am,m,1.109199
73.166667,0.165625,0.33125,Am,m,1.109199
73.333333,0.165625,0.33125,Am,m,1.109199
73.5,0.165625,0.33125,Am,m,1.109199
73.666667,0.165625,0.33125,Am,m,1.084199
73.833333,0.165625,0.33125,Am,m,1.084199
74,1.498958,0.33125,Am,m,0.921699
74.166667,0.165625,2.997917,Am,m,1.084199
74.333333,0.165625,0.33125,Am,m,1.084199
74.5,0.165625,0.33125,Am,m,1.084199
74.666667,0.165625,0.33125,Am,m,0.909199
74.833333,0.165625,0.33125,Am,m,1.071699
75,0.165625,0.33125,Am,m,1.071699
75.166667,0.165625,0.33125,Am,m,0.984199
75.333333,0.165625,0.33125,Am,f,0.984199
75.5,1.498958,0.33125,Am,i,0.934199
75.666667,0.165625,2.997917,Am,m,0.959199
75.833333,0.165625,0.33125,Am,m,0.959199
76,0.165625,0.33125,Am,m,0.959199
76.166667,0.165625,0.33125,Am,m,0.959199
76.333333,0.165625,0.33125,Am,m,0.959199
76.5,0.165625,0.33125,Am,m,0.959199
76.666667,0.165625,0.33125,Am,m,0.959199
76.833333,0.165625,0.33125,Am,m,0.959199
77,0.165625,0.33125,Am,m,0.959199
77.166667,0.165625,0.33125,Am,m,1.046699
77.333333,0.165625,0.33125,Am,m,0.959199
77.5,0.165625,0.33125,Am,m,0.959199
77.666667,0.165625,0.33125,Am,m,0.934199
77.833333,0.165625,0.33125,Am,m,0.934199
78,0.165625,0.33125,Am,m,0.934199
78.166667,0.165625,0.33125,Am,m,0.921699
78.333333,0.165625,0.33125,Am,m,0.921699
78.5,0.498958,0.33125,Am,f,0.921699
78.5,0.498958,0.997917,Am,i,0.909199
79,0.498958,0.997917,Am,i,0.909199
79,0.498958,0.997917,Am,m,1.021699
79,0.498958,0.997917,Am,f,1.384199
79,0.498958,0.997917,Am,i,1.084199
79.5,0.498958,0.997917,Am,i,1.084199
79.5,0.498958,0.997917,Am,m,1.009199
79.5,0.498958,0.997917,Am,m,1.196699
79.5,0.498958,0.997917,Am,f,0.909199
