@relation 'Darn_that_dream_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45'

@attribute onset_b numeric
@attribute dur_b numeric
@attribute string numeric
@attribute pitch numeric
@attribute vel numeric
@attribute onset_s numeric
@attribute dur_s numeric
@attribute measure numeric
@attribute pre_dur_b numeric
@attribute pre_dur_s numeric
@attribute nxt_dur_b numeric
@attribute nxt_dur_s numeric
@attribute pre_ionset_s numeric
@attribute nxt_ionset_s numeric
@attribute onset_b_mod numeric
@attribute pitch_mod numeric
@attribute n_simult numeric
@attribute prev_int numeric
@attribute next_int numeric
@attribute keyFifths numeric
@attribute note2key numeric
@attribute chord {A7,B5,B7,B9,Bb7,C6,C7,D7,E,E7,Eb6,Eb7,F7,G,G6,G7}
@attribute chord_id numeric
@attribute chord_type {5,6,7,9,mayor}
@attribute note2chord numeric
@attribute isChordN {n,y}
@attribute mtr {s,ss,ww}
@attribute nar1 {P,R,D,ID,IP,VP,IR,VR,SA,SB,NA}
@attribute nar2 {P,R,D,ID,IP,VP,IR,VR,SA,SB,NA}
@attribute nar3 {P,R,D,ID,IP,VP,IR,VR,SA,SB,NA}
@attribute tempo numeric
@attribute phrase {f,i,m}
@attribute onset_dev numeric

@data
32,0.997917,5,54,80,27.428576,0.855357,9,0.997917,0.855357,0.997917,0.855357,0,0,0,6,3,-11,5,1,1,G6,7,6,1,n,ww,P,P,SB,70,m,0.341833
32,0.997917,4,59,80,27.428576,0.855357,9,0.997917,0.855357,0.997917,0.855357,0,0,0,11,3,-5,3,1,4,G6,7,6,4,y,ww,P,SB,VR,70,m,0.411167
32,0.997917,3,62,80,27.428576,0.855357,9,0.997917,0.855357,0.997917,0.855357,0,0.857143,0,2,3,-3,5,1,5,G6,7,6,5,n,ww,SB,VR,SA,70,m,0.479417
33,0.997917,4,67,80,28.285719,0.855357,9,0.997917,0.855357,1.497917,1.283929,-0.857143,0.857143,1,7,0,-5,-21,1,0,G6,7,6,0,y,ww,VR,SA,IR,70,f,0.425167
34,1.497917,5,46,80,29.142862,1.283929,9,0.997917,0.855357,1.497917,1.283929,-0.857143,0,2,10,3,21,9,1,3,Bb7,11,7,1,n,ww,SA,IR,P,70,i,0.198667
34,1.497917,7,55,80,29.142862,1.283929,9,1.497917,1.283929,1.497917,1.283929,0,0,2,7,3,-9,6,1,0,Bb7,11,7,4,y,ww,IR,P,SB,70,m,0.298333
34,1.497917,5,61,80,29.142862,1.283929,9,1.497917,1.283929,1.497917,1.283929,0,0,2,1,3,-6,2,1,6,Bb7,11,7,10,y,ww,P,SB,VR,70,m,0.395833
34,1.497917,7,63,80,29.142862,1.283929,9,1.497917,1.283929,0.497917,0.426786,0,1.285715,2,3,3,-2,1,1,4,Bb7,11,7,8,n,ww,SB,VR,IR,70,f,0.467333
35.5,0.497917,4,64,80,30.428577,0.426786,9,1.497917,1.283929,0.997917,0.855357,-1.285715,0.428572,3.5,4,0,-1,-19,1,3,Eb7,4,7,0,y,ww,VR,IR,P,70,i,0.42875
36,0.997917,4,45,80,30.857148,0.855357,10,0.497917,0.426786,0.997917,0.855357,-0.428572,0,0,9,3,19,10,1,2,A7,9,7,0,y,ww,IR,P,P,70,i,0.311167
36,0.997917,5,55,80,30.857148,0.855357,10,0.997917,0.855357,0.997917,0.855357,0,0,0,7,3,-10,5,1,0,A7,9,7,2,n,ww,P,P,SB,70,m,0.45525
36,0.997917,6,60,80,30.857148,0.855357,10,0.997917,0.855357,0.997917,0.855357,0,0,0,0,3,-5,4,1,7,A7,9,7,9,n,ww,P,SB,VR,70,m,0.46825
36,0.997917,5,64,80,30.857148,0.855357,10,0.997917,0.855357,0.997917,0.855357,0,0.857143,0,4,3,-4,5,1,3,A7,9,7,5,n,ww,SB,VR,SA,70,m,0.480167
37,0.997917,7,69,80,31.714291,0.855357,10,0.997917,0.855357,1.497917,1.283929,-0.857143,0.857143,1,9,0,-5,-22,1,2,A7,9,7,0,y,ww,VR,SA,IR,70,f,0.466
38,1.497917,4,47,80,32.571434,1.283929,10,0.997917,0.855357,1.497917,1.283929,-0.857143,0,2,11,3,22,10,1,4,B7,11,7,0,y,ww,SA,IR,P,70,i,-0.4495
38,1.497917,7,57,80,32.571434,1.283929,10,1.497917,1.283929,1.497917,1.283929,0,0,2,9,3,-10,6,1,2,B7,11,7,2,n,ww,IR,P,SB,70,m,0.428
38,1.497917,5,63,80,32.571434,1.283929,10,1.497917,1.283929,1.497917,1.283929,0,0,2,3,3,-6,2,1,4,B7,11,7,8,n,ww,P,SB,VR,70,m,0.432333
38,1.497917,4,65,80,32.571434,1.283929,10,1.497917,1.283929,0.497917,0.426786,0,1.285715,2,5,3,-2,1,1,2,B7,11,7,6,n,ww,SB,VR,IR,70,f,0.432333
39.5,0.497917,3,66,80,33.857149,0.426786,10,1.497917,1.283929,0.997917,0.855357,-1.285715,0.428572,3.5,6,0,-1,-14,1,1,B7,11,7,5,n,ww,VR,IR,P,70,i,0.534583
40,0.997917,2,52,80,34.28572,0.855357,11,0.497917,0.426786,0.997917,0.855357,-0.428572,0,0,4,3,14,7,1,3,E,4,mayor,0,n,ww,IR,P,P,70,m,0.492833
40,0.997917,4,59,80,34.28572,0.855357,11,0.997917,0.855357,0.997917,0.855357,0,0,0,11,3,-7,3,1,4,E,4,mayor,7,n,ww,P,P,IP,70,m,0.593583
40,0.997917,3,62,80,34.28572,0.855357,11,0.997917,0.855357,0.997917,0.855357,0,0,0,2,3,-3,5,1,5,E,4,mayor,2,n,ww,P,IP,VP,70,m,0.629333
40,0.997917,7,67,80,34.28572,0.855357,11,0.997917,0.855357,0.997917,0.855357,0,0.857143,0,7,3,-5,4,1,0,E,4,mayor,3,n,ww,IP,VP,VR,70,m,1.571833
41,0.997917,5,71,80,35.142863,0.855357,11,0.997917,0.855357,0.497917,0.426786,-0.857143,0.857143,1,11,0,-4,-3,1,4,E,4,mayor,7,n,ww,VP,VR,IR,70,m,0.571833
42,0.497917,4,68,80,36.000006,0.426786,11,0.997917,0.855357,0.997917,0.855357,-0.857143,0,2,8,0,3,-14,1,1,A7,9,7,1,n,ww,VR,IR,P,70,m,-0.428167
42,0.997917,3,54,80,36.000006,0.855357,11,0.497917,0.426786,0.997917,0.855357,0,0,2,6,2,14,6,1,1,A7,9,7,3,n,ww,IR,P,P,70,m,-0.424917
42,0.997917,3,60,80,36.000006,0.855357,11,0.997917,0.855357,0.997917,0.855357,0,0,2,0,2,-6,4,1,7,A7,9,7,9,n,ww,P,P,P,70,m,0.328
42,0.997917,4,64,80,36.000006,0.855357,11,0.997917,0.855357,0.497917,0.426786,0,0.428572,2,4,2,-4,5,1,3,A7,9,7,5,n,ww,P,P,P,70,m,0.4125
42.5,0.497917,6,69,80,36.428578,0.426786,11,0.997917,0.855357,0.497917,0.426786,-0.428572,0.428572,2.5,9,0,-5,2,1,2,A7,9,7,0,y,ww,P,P,SB,70,m,0.463917
43,0.497917,5,71,80,36.857149,0.426786,11,0.497917,0.426786,0.497917,0.426786,-0.428572,0.428572,3,11,0,-2,1,1,4,C6,0,6,11,n,ww,P,SB,VR,70,m,0.805667
43.5,0.497917,7,72,80,37.285721,0.426786,11,0.497917,0.426786,0.997917,0.855357,-0.428572,0.428572,3.5,0,0,-1,2,1,7,C6,0,6,0,y,ww,SB,VR,IR,70,m,0.305667
44,0.997917,4,74,80,37.714292,0.855357,12,0.497917,0.426786,1.997917,1.7125,-0.428572,0,0,2,3,-2,-15,1,5,B7,11,7,9,n,ww,VR,IR,VP,70,m,-0.182417
44,1.997917,3,59,80,37.714292,1.7125,12,0.997917,0.855357,1.997917,1.7125,0,0,0,11,4,15,6,1,4,B7,11,7,0,y,ww,IR,VP,VR,70,m,0.16425
44,1.997917,2,65,80,37.714292,1.7125,12,1.997917,1.7125,1.997917,1.7125,0,0,0,5,4,-6,4,1,2,B7,11,7,6,n,ww,VP,VR,VR,70,m,0.247667
44,1.997917,6,69,80,37.714292,1.7125,12,1.997917,1.7125,0.997917,0.855357,0,0.857143,0,9,4,-4,7,1,2,B7,11,7,2,n,ww,VR,VR,IR,70,m,0.30075
45,0.997917,7,76,80,38.571435,0.855357,12,1.997917,1.7125,1.997917,1.7125,-0.857143,0.857143,1,4,3,-7,-20,1,3,B7,11,7,7,y,ww,VR,IR,P,70,f,-0.639667
46,1.997917,4,56,80,39.428578,1.7125,12,0.997917,0.855357,1.997917,1.7125,-0.857143,0,2,8,4,20,6,1,1,B5,11,5,3,n,ww,IR,P,SB,70,i,-0.5
46,1.997917,5,62,80,39.428578,1.7125,12,1.997917,1.7125,1.997917,1.7125,0,0,2,2,4,-6,4,1,5,B5,11,5,9,n,ww,P,SB,R,70,m,0.070917
46,1.997917,3,66,80,39.428578,1.7125,12,1.997917,1.7125,1.997917,1.7125,0,0,2,6,4,-4,5,1,1,B5,11,5,5,n,ww,SB,R,VP,70,m,0.14675
46,1.997917,3,71,80,39.428578,1.7125,12,1.997917,1.7125,1.497917,1.283929,0,0.428571,2,11,4,-5,-31,1,4,B5,11,5,0,n,ww,R,VP,IR,70,f,0.256167
46.5,1.497917,4,40,80,39.85715,1.283929,12,1.997917,1.7125,1.997917,1.7125,-0.428571,1.285715,2.5,4,4,31,5,1,3,B5,11,5,7,n,ww,VP,IR,IP,70,i,1.68775
48,1.997917,6,45,80,41.142864,1.7125,13,1.497917,1.283929,0.997917,0.855357,-1.285715,0.857143,0,9,2,-5,26,1,2,A7,9,7,0,y,ww,IR,IP,P,70,f,0.18775
49,0.997917,5,71,80,42.000007,0.855357,13,1.997917,1.7125,0.997917,0.855357,-0.857143,0,1,11,2,-26,3,1,4,A7,9,7,2,n,ww,IP,P,IP,70,i,0.14975
49,0.997917,6,74,80,42.000007,0.855357,13,0.997917,0.855357,0.497917,0.426786,0,0.857143,1,2,2,-3,-2,1,5,A7,9,7,7,y,ww,P,IP,IP,70,f,0.14975
